01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Indicador,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2004,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2004,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2004,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2004,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.1
2004,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2004,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.6
2004,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2004,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2004,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2004,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2004,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
2004,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.5
2004,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2004,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.1
2004,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2004,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.2
2004,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.9
2004,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.7
2004,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.9
2004,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.7
2004,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.8
2004,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.3
2004,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2004,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2004,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
2004,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,11.1
2004,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.8
2005,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2005,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2005,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2005,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2005,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.6
2005,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.1
2005,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2005,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.2
2005,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.1
2005,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
2005,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2005,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2005,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,10.1
2005,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.4
2005,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2005,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2005,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2005,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2005,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2005,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,12.8
2005,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.5
2005,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2005,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2005,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2005,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
2005,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2005,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2005,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.4
2006,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2006,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2006,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
2006,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2006,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.4
2006,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.3
2006,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
2006,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.0
2006,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2006,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.8
2006,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.5
2006,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.4
2006,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,10.4
2006,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.6
2006,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2006,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.1
2006,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2006,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2006,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2006,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,13.8
2006,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.1
2006,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2006,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2006,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2006,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.3
2006,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2006,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.7
2006,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
2007,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2007,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2007,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2007,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
2007,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.2
2007,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.9
2007,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
2007,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2007,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.5
2007,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,10.7
2007,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.6
2007,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
2007,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.2
2007,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.9
2007,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2007,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.2
2007,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.5
2007,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2007,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
2007,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,11.3
2007,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,12.4
2007,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
2007,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2007,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2007,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.8
2007,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2007,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.8
2007,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2008,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2008,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2008,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2008,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.3
2008,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.6
2008,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2008,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2008,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2008,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.0
2008,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.2
2008,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,3.2
2008,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.9
2008,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.8
2008,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2008,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.2
2008,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.2
2008,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2008,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-6.5
2008,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.8
2008,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.4
2008,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2008,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.0
2008,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2008,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2008,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2008,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2008,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,11.1
2008,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.7
2009,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.2
2009,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.2
2009,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.8
2009,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,-2.7
2009,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.9
2009,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.4
2009,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.6
2009,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-6.7
2009,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.5
2009,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.7
2009,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-8.5
2009,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.6
2009,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-14.5
2009,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-8.5
2009,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.3
2009,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.4
2009,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-6.6
2009,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-6.0
2009,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.9
2009,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-14.6
2009,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-13.9
2009,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.0
2009,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.1
2009,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.2
2009,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2009,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.2
2009,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.7
2009,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.1
2010,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2010,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2010,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2010,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2010,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2010,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2010,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2010,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.1
2010,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2010,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.6
2010,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
2010,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.3
2010,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
2010,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
2010,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
2010,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-5.8
2010,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2010,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2010,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2010,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.6
2010,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
2010,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2010,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
2010,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
2010,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,3.5
2010,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2010,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.3
2010,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.8
2011,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.7
2011,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.8
2011,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
2011,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2011,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2011,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2011,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.1
2011,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2011,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2011,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,3.2
2011,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.5
2011,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.0
2011,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.9
2011,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2011,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2011,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-9.7
2011,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2011,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2011,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2011,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.0
2011,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.8
2011,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.3
2011,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2011,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2011,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.2
2011,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.7
2011,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.0
2011,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.4
2012,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.7
2012,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2012,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2012,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2012,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2012,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.9
2012,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.7
2012,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,-1.7
2012,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2012,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2012,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.1
2012,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.9
2012,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
2012,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.0
2012,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.3
2012,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,-7.8
2012,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,-0.8
2012,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.8
2012,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.4
2012,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.6
2012,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
2012,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.7
2012,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
2012,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.3
2012,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
2012,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-3.7
2012,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
2012,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.1
2013,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2013,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2013,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.9
2013,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.2
2013,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2013,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.0
2013,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-6.5
2013,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2013,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2013,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2013,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.0
2013,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.1
2013,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.1
2013,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.4
2013,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2013,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,-1.6
2013,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2013,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2013,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.0
2013,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.2
2013,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.0
2013,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2013,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.9
2013,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.3
2013,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
2013,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2013,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2013,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2014,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2014,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2014,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.0
2014,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2014,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2014,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
2014,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.7
2014,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2014,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.7
2014,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
2014,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
