01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Indicador,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2024,Lituânia,,PIB per capita,,,, euros por pessoa,,27350
2024,Luxemburgo,,PIB per capita,,,, euros por pessoa,Pro,127030
2024,Malta,,PIB per capita,,,, euros por pessoa,,40530
2024,Países Baixos,,PIB per capita,,,, euros por pessoa,Pro,62380
2024,Polónia,,PIB per capita,,,, euros por pessoa,,22610
2024,Portugal,,PIB per capita,,,, euros por pessoa,Pro,27060
2024,Roménia,,PIB per capita,,,, euros por pessoa,Pro,18560
2024,Suécia,,PIB per capita,,,, euros por pessoa,,52490
1960,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
1961,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
1962,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.4
1963,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
1964,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.4
1965,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.9
1966,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
1967,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
1968,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
1969,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.2
1970,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.3
1971,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.7
1972,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.9
1973,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.6
1974,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.3
1975,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-6.9
1976,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.2
1977,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
1978,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
1979,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.2
1980,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
1981,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
1982,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.7
1983,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
1984,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.7
1985,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
1986,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
1987,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.8
1988,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.5
1989,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.9
1990,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
1991,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
1992,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
1993,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.8
1994,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
1995,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
1995,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
1995,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
1995,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.8
1995,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
1995,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1995,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.6
1996,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
1996,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
1996,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.1
1996,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
1996,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
1996,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.3
1996,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
1996,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.6
1996,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
1996,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.9
1996,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
1996,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
1996,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.6
1996,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
1996,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
1996,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
1996,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
1996,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.6
1996,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
1996,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
1996,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.8
1996,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
1996,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1996,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
1996,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.1
1996,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
1996,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.2
1996,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
1997,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.9
1997,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
1997,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
1997,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
1997,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-13.6
1997,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.5
1997,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
1997,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.7
1997,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
1997,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
1997,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.4
1997,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.2
1997,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,14.6
1997,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.1
1997,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
1997,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
1997,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.2
1997,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.9
1997,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
1997,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,10.2
1997,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.1
1997,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
1997,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1997,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
1997,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.4
1997,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.9
1997,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-4.6
1997,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
1998,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.3
1998,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
1998,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
1998,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
1998,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
1998,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.3
1998,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.8
1998,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
1998,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
1998,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
1998,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
1998,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.9
1998,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
1998,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.2
1998,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
1998,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
1998,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
1998,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.3
1998,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
1998,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.6
1998,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.2
1998,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
1998,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1998,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
1998,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.6
1998,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.3
1998,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.8
1998,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.2
1999,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
1999,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.2
1999,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.6
1999,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
1999,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-7.9
1999,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
1999,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.8
1999,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
1999,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
1999,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.6
1999,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.2
1999,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
1999,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
1999,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
1999,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
1999,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.3
1999,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
1999,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.3
1999,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
1999,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
1999,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
1999,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.6
1999,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
1999,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.3
1999,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
1999,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
1999,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.2
1999,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2000,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2000,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.8
2000,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.9
2000,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2000,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.1
2000,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2000,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.9
2000,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.0
2000,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2000,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.7
2000,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.2
2000,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2000,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.4
2000,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.5
2000,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2000,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2000,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2000,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.0
2000,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.8
2000,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.8
2000,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2000,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.6
2000,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,x,
2000,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.5
2000,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.7
2000,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2000,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.6
2000,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.5
2001,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2001,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2001,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.9
2001,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.8
2001,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.2
2001,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2001,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.8
2001,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,7.1
2001,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2001,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Quebra de série,3.3
2001,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.7
2001,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.4
2001,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.5
2001,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.4
2001,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2001,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2001,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.3
2001,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.7
2001,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2001,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.8
2001,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.4
2001,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2001,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-2.5
2001,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.6
2001,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2001,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.2
2001,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.3
2001,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2002,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2002,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.3
2002,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.0
2002,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2002,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,6.5
2002,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.7
2002,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.5
2002,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.7
2002,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.1
2002,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.4
2002,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2002,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2002,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.6
2002,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2002,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2002,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.3
2002,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.0
2002,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.1
2002,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.1
2002,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.9
2002,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,7.6
2002,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.1
2002,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2002,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2002,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.0
2002,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2002,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.3
2002,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.9
2003,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.3
2003,Alemanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.5
2003,Áustria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.7
2003,Bélgica,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.6
2003,Bulgária,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.8
2003,Chéquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
2003,Chipre,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.4
2003,Croácia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.6
2003,Dinamarca,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.2
2003,Eslováquia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.8
2003,Eslovénia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.1
2003,Espanha,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.1
2003,Estónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,8.2
2003,Finlândia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.8
2003,França,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.3
2003,Grécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,5.5
2003,Hungria,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,4.2
2003,Irlanda,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2003,Itália,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.5
2003,Letónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,9.5
2003,Lituânia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,11.5
2003,Luxemburgo,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.3
2003,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.0
2003,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-0.4
2003,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.6
2003,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,-1.3
2003,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,2.8
2003,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
2004,,Portugal,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,1.5
